LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
"e $150,000-350,000","PACIFIC RIM ASSOCIATES I, INC. DBA: REGENCY FAIRBANKS HOTEL",981 Van Horn Road,FAIRBANKS,AK,99701,721110,Subchapter S Corporation,White,Male Owned,Non-Veteran,,39,4/4/20,Mt. McKinley Bank,AK - 00
"e $150,000-350,000","PAIRMORE & YOUNG : SYNERGY CHIROPRACTIC, LLC",3210 Denali St STE 1,ANCHORAGE,AK,99503,621310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,16,4/6/20,Northrim Bank,AK - 00
"e $150,000-350,000",PALMER ALEHOUSE LLC,320 East Dahlia Avenue,PALMER,AK,99645,722410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,40,4/11/20,KeyBank National Association,AK - 00
"e $150,000-350,000",PANCO INC,7241 W BUTTERCUP DR,WASILLA,AK,99654,337110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,16,4/14/20,Alaska USA FCU,AK - 00
"e $150,000-350,000",PATIENTS FIRST MEDICAL CLINIC LLC,6307 DEBARR ROAD #C,ANCHORAGE,AK,99504,621399,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,16,4/14/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",PAUG VIK DEVELOPMENT CORPORATION,6250 TUTTLE PLACE SUITE 5,ANCHORAGE,AK,99507,541620,Corporation,Unanswered,Unanswered,Unanswered,,,5/3/20,"Wells Fargo Bank, National Association",AK - 00
"e $150,000-350,000","PAVING PRODUCTS, INC.",3581 Lakeview Drive,FAIRBANKS,AK,99701,237310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,20,4/11/20,KeyBank National Association,AK - 00
"e $150,000-350,000","PAYLESS USED CAR SALES, LLC",919 E. 5th Avenue,ANCHORAGE,AK,99501,441120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,25,4/6/20,Northrim Bank,AK - 00
"e $150,000-350,000",PAYNE CLINICS LLC,546 N Main St,WASILLA,AK,99654,531120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,17,5/19/20,Northrim Bank,AK - 00
"e $150,000-350,000","PCR ALASKA, LLC",1413 W 31st Ave,ANCHORAGE,AK,99503,624190,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,28,6/19/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","PEAK CONSTRUCTION, INC",5719 concrete way,JUNEAU,AK,99801,236115,Subchapter S Corporation,White,Male Owned,Unanswered,,15,4/7/20,Northrim Bank,AK - 00
"e $150,000-350,000",PEAK HEALTH DENTISTRY LLC,6611 Debar Rd #101,ANCHORAGE,AK,99504,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,4/27/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",PEDERSON FISHERIES LLC,4981 S OUTRIGGER DR,WASILLA,AK,99654,114111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,6/29/20,Alaska USA FCU,AK - 00
"e $150,000-350,000",PEDIATRIC DENTISTRY OF ALASKA,3470 E MERIDIAN PARK LP,WASILLA,AK,99654,621210,Partnership,Unanswered,Unanswered,Unanswered,,,5/3/20,"Wells Fargo Bank, National Association",AK - 00
"e $150,000-350,000",PEMBERLEY HOTEL GROUP LIMITED PARTNERSHIP,1110 W 8th Ave,ANCHORAGE,AK,99501,721110,Partnership,Unanswered,Unanswered,Unanswered,,0,4/15/20,Live Oak Banking Company,AK - 00
"e $150,000-350,000",PENINSULA FAMILY DENTAL CENTER LLC,47707 JUDY LYNN LN,SOLDOTNA,AK,99669,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12,4/7/20,Northrim Bank,AK - 00
"e $150,000-350,000",PENINSULA PROCESSING & SMOKEHOUSE LLC,720  K-BEACH ROAD,SOLDOTNA,AK,99669,311710,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,28,4/13/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",PENINSULA PUMPING INC,42115 KALIFORNSKY BEACH ROAD,SOLDOTNA,AK,99669,811490,Corporation,Unanswered,Unanswered,Unanswered,,37,4/4/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","PEPPERS NORTH, LLC",800 E Dimond Blvd Ste 162,ANCHORAGE,AK,99515,722511,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,47,4/28/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","PERKUP ESPRESSO, LLC",2521 E MOUNTAIN VILLAGE DR STE B PMB 335,WASILLA,AK,99654,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,55,4/6/20,Northrim Bank,AK - 00
"e $150,000-350,000",PERMAN STOLER CUSTOMHOUSE BROKER INC,5011 JEWEL LAKE ROAD SUITE 202,ANCHORAGE,AK,99517,812990,Corporation,Unanswered,Unanswered,Unanswered,,0,5/11/20,"Wells Fargo Bank, National Association",AK - 00
"e $150,000-350,000",PERSEVERANCE THEATRE INC,914 THIRD ST,DOUGLAS,AK,99824,711110,Corporation,Unanswered,Unanswered,Unanswered,,,5/3/20,"Wells Fargo Bank, National Association",AK - 00
"e $150,000-350,000",PETERKIN DISTRIBUTORS INC,42540 KENAI SPUR HWY,KENAI,AK,99611,424410,Corporation,Unanswered,Male Owned,Non-Veteran,,20,4/15/20,KeyBank National Association,AK - 00
"e $150,000-350,000","PHILLIPS CRUISES & TOURS, LLC",519 West 4th Ave,ANCHORAGE,AK,99501,487210,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,11,4/13/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","PHILLIPS SCALES, LLC",1119 E. 70TH AVE,ANCHORAGE,AK,99518,332999,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,12,4/7/20,Northrim Bank,AK - 00
"e $150,000-350,000",PHYLLIS PENDERGRAST DMD PC,3539 THOMAS ST,FAIRBANKS,AK,99709,621210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,12,4/3/20,Mt. McKinley Bank,AK - 00
"e $150,000-350,000",PIE BY FIRE LLC,1200 W NORTHERN LIGHTS BLVD SUITE F,ANCHORAGE,AK,99503,722511,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,35,4/16/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",PIERCE CARTWRIGHT CO INC,1205 E International Airport Rd #204,ANCHORAGE,AK,99518,423990,Corporation,Unanswered,Unanswered,Unanswered,,15,4/16/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",PIERRE M JOHNSON MD PC,2555 Phillips Field Rd,FAIRBANKS,AK,99709,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12,4/4/20,Mt. McKinley Bank,AK - 00
"e $150,000-350,000",PINNACLE CONSTRUCTION INC,4141 INGRA STREET SUITE 200,ANCHORAGE,AK,99503,236220,Corporation,Unanswered,Unanswered,Unanswered,,5,4/16/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",PIONEER ALASKAN FISHERIES INC.,4306 Homer Spit Rd,HOMER,AK,99603,311710,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,15,5/20/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","PIONEER PRINTING CO., INC.",501 Dock St.,KETCHIKAN,AK,99901,323110,Corporation,Unanswered,Unanswered,Unanswered,,22,4/15/20,KeyBank National Association,AK - 00
"e $150,000-350,000",PIPPIN INC,720 COLLEGE ROAD,FAIRBANKS,AK,99701,444190,Corporation,Unanswered,Unanswered,Unanswered,,11,4/14/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","PISTON & RUDDER SERVICE, INC.",1000 S Nordic Drive,PETERSBURG,AK,99833,811310,Corporation,Unanswered,Unanswered,Unanswered,,11,4/28/20,First Bank,AK - 00
"e $150,000-350,000","PL, INC.",1850 Hoselton Rd,FAIRBANKS,AK,99709,722511,Subchapter S Corporation,White,Male Owned,Non-Veteran,,88,4/28/20,Mt. McKinley Bank,AK - 00
"e $150,000-350,000",PLAN B INVESTMENTS INC.,1120 HUFFMAN RD,ANCHORAGE,AK,99515,492110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,27,4/7/20,Northrim Bank,AK - 00
"e $150,000-350,000",PLAZA INN HOTELS INC,321 E 5TH AVE,ANCHORAGE,AK,99501,721110,Corporation,Unanswered,Male Owned,Non-Veteran,,30,4/27/20,Northrim Bank,AK - 00
"e $150,000-350,000","POLAR MINING, INC",5836 POKER CREEK CIRCLE,FAIRBANKS,AK,99712,212221,Corporation,White,Male Owned,Non-Veteran,,9,4/10/20,Mt. McKinley Bank,AK - 00
"e $150,000-350,000","POLAR WIRE PRODUCTS, INC.",7941 Brayton Drive,ANCHORAGE,AK,99507,332618,Corporation,White,Male Owned,Non-Veteran,,15,4/15/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","POLLARD E-LINE SERVICES, INC",P.O. Box 1481,KENAI,AK,99611,213112,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,22,4/16/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","POLLUX AVIATION, LTD",6450 East Beechcraft Road,WASILLA,AK,99654,481111,Corporation,Unanswered,Male Owned,Veteran,,23,6/16/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","POLYSEAL INSULATION, LLC",2360 S Old Glenn Hwy,PALMER,AK,99645,238310,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,10,4/13/20,KeyBank National Association,AK - 00
"e $150,000-350,000",POOL ENGINEERING INC,123 Ward Lake Road,KETCHIKAN,AK,99901,236220,Corporation,Unanswered,Male Owned,Non-Veteran,,17,4/12/20,First Bank,AK - 00
"e $150,000-350,000","PORT GRAHAM TECHNOLOGIES, LLC",431 W 7th Ave Ste 108,ANCHORAGE,AK,99501,517210,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,9,4/28/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",PORTER SPAULDING INC,54205 CAMBRIA DR WEST SUITE 201,KETCHIKAN,AK,99901,524128,Corporation,Unanswered,Unanswered,Unanswered,,21,4/7/20,First Bank,AK - 00
"e $150,000-350,000",POWER AND TRANSMISSION INC,711 VAN HORN RD,FAIRBANKS,AK,99701,423110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,8,4/10/20,Denali State Bank,AK - 00
"e $150,000-350,000",POWERTEC ELECTRIC LLC,1704 SHIP AVE,ANCHORAGE,AK,99501,238210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,4/14/20,NuVision FCU,AK - 00
"e $150,000-350,000","PRECISION CRANES, INC.",319 E Van Horn Road,FAIRBANKS,AK,99701,532412,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,8,4/4/20,Denali State Bank,AK - 00
"e $150,000-350,000",PRECISION MAINTENANCE AND FABRICATION,712 Old Seward Hwy Ste 201,ANCHORAGE,AK,99518,236220,Corporation,Unanswered,Male Owned,Non-Veteran,,11,4/7/20,NuVision FCU,AK - 00
"e $150,000-350,000",PREFERRED PLUMBING & HEATING,335 MAIN STREET LOOP,KENAI,AK,99611,238220,Corporation,Unanswered,Unanswered,Unanswered,,15,4/15/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",PRINCE WILLIAM SOUND SCIENCE & TECHNOLOGY INSTITUTE,300 Breakwater Avenue,CORDOVA,AK,99574,541715,Professional Association,Unanswered,Unanswered,Unanswered,,15,4/15/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",PRO NAILS LLC,3901 old seward hwy ste 14 3901 old seward hwy ste 14,ANCHORAGE,AK,99503,812113,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11,5/27/20,Northrim Bank,AK - 00
"e $150,000-350,000",PROCOMM ALASKA LLC,2100 E 63RD AVE,ANCHORAGE,AK,99507,811213,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,4/27/20,Alaska USA FCU,AK - 00
"e $150,000-350,000","PROFESSIONAL AD TECHNICAL SERVICES, INC.",912 E 15TH AVE Suite 200,ANCHORAGE,AK,99501,541330,Corporation,Unanswered,Unanswered,Unanswered,,14,4/8/20,Northrim Bank,AK - 00
"e $150,000-350,000",PROHNS LLC,1945 ALEX HOLDEN WAY,JUNEAU,AK,99801,541330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,4/30/20,Alaska USA FCU,AK - 00
"e $150,000-350,000","PTP MANAGEMENT, INC.",400 D ST Suite 300,ANCHORAGE,AK,99501,531390,Corporation,Unanswered,Unanswered,Unanswered,,13,4/9/20,Northrim Bank,AK - 00
"e $150,000-350,000","PTR SERVICES, INC",2540 Lord Baranof Dr,ANCHORAGE,AK,99517,492110,Corporation,Unanswered,Unanswered,Unanswered,,22,4/28/20,Northrim Bank,AK - 00
"e $150,000-350,000","QANIRTUUQ, INC",100 Qanirtuuq Dr,QUINHAGAK,AK,99655,921150,Corporation,Unanswered,Unanswered,Unanswered,,25,4/12/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","QUALITY INSPECTION & TESTING, INC.",3001 INTERNATIONAL ST,FAIRBANKS,AK,99701,541990,Corporation,Unanswered,Unanswered,Unanswered,,8,4/4/20,Mt. McKinley Bank,AK - 00
"e $150,000-350,000","QWIK THREE, INC.",4647 Old Seward Hwy,ANCHORAGE,AK,99503,811111,Corporation,Unanswered,Male Owned,Unanswered,,20,4/4/20,Northrim Bank,AK - 00
"e $150,000-350,000",QWINTRY LLC,3071 LOIS DRIVE #708,ANCHORAGE,AK,99518,488510,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5/3/20,"Wells Fargo Bank, National Association",AK - 00
"e $150,000-350,000","R&M ENGINEERING-KETCHIKAN, INC",7180 Revilla Road Suite 300,KETCHIKAN,AK,99901,541330,Corporation,Unanswered,Unanswered,Unanswered,,25,4/14/20,First Bank,AK - 00
"e $150,000-350,000",RAB ENERGY ALASKA INC.,2300 E. 63rd Avenue,ANCHORAGE,AK,99507,326199,Corporation,Unanswered,Unanswered,Unanswered,,14,6/2/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","RADIOLOGY CONSULTANTS, A PROFESSIONAL CORPORATION",815 2ND AVE STE 116,FAIRBANKS,AK,99701,621111,Corporation,Unanswered,Female Owned,Unanswered,,8,4/7/20,Denali State Bank,AK - 00
"e $150,000-350,000","RADY CONCRETE CONSTRUCTION, LLC.",2474 Peede Rd,NORTH POLE,AK,99705,238110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5/5/20,"FC Marketplace, LLC (dba Funding Circle)",AK - 00
"e $150,000-350,000",RECON LLC,565 W RECON CIR,PALMER,AK,99645,541330,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,11,4/29/20,Matanuska Valley FCU,AK - 00
"e $150,000-350,000","RED ONION SALOON, INC",201 Broadway Street,SKAGWAY,AK,99840,722511,Corporation,Unanswered,Unanswered,Unanswered,,45,4/27/20,First Bank,AK - 00
"e $150,000-350,000","RED POINT CONSTRUCTION, LLC",561 E Steel Loop,PALMER,AK,99645,236220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,14,4/6/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","RED ROBIN ALASKA, INC.",4450 CORDOVA STREET STE 200,ANCHORAGE,AK,99503,722511,Corporation,Unanswered,Unanswered,Unanswered,,64,4/16/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","REGENCY ENERGY SERVICES, LLC",1648 S Cushman St. STE 205,FAIRBANKS,AK,99701,213112,Corporation,Unanswered,Male Owned,Unanswered,,16,4/7/20,American State Bank & Trust Company of Williston,AK - 00
"e $150,000-350,000",REHABILITATION MEDICINE ASSOCIATES PC,3801 UNIVERSITY LAKE DRIVE STE 300,ANCHORAGE,AK,99508,621498,Corporation,Unanswered,Unanswered,Unanswered,,5,4/14/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",RELIANCE CARE INC,6901 Debarr Rd Suite 205,ANCHORAGE,AK,99504,561499,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,64,4/28/20,Alaska USA FCU,AK - 00
"e $150,000-350,000",RELLA MAE CORP,211 THORSHEIM,KODIAK,AK,99615,721110,Corporation,Unanswered,Male Owned,Non-Veteran,,,5/3/20,"Wells Fargo Bank, National Association",AK - 00
"e $150,000-350,000",RELUCTANT FISHERMAN LLC,407 RAILROAD AVENUE,CORDOVA,AK,99574,722511,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,36,4/27/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","REMOTE ALASKA SOLUTIONS, INC",600 N Mount Pilot Cir,PALMER,AK,99645,236220,Corporation,Unanswered,Unanswered,Unanswered,,29,4/10/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","REMOTE LOGISTICS, INC.",2700 CUSHMAN St,FAIRBANKS,AK,99701,213112,Corporation,White,Male Owned,Veteran,,8,4/7/20,Northrim Bank,AK - 00
"e $150,000-350,000","RESCON ALASKA, LLC",8361 PETERSBURG ST,ANCHORAGE,AK,99507,541620,Subchapter S Corporation,White,Male Owned,Non-Veteran,,11,4/5/20,Northrim Bank,AK - 00
"e $150,000-350,000",RESTORATION SCIENCE & ENGINEERING LLC,911 W 8TH AVE SUITE 100,ANCHORAGE,AK,99501,541330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12,4/27/20,Northrim Bank,AK - 00
"e $150,000-350,000",REVOLUTION SPORT & SPINE THERAPY LLC,"35249 Kenai Spur Hwy, Suite C",SOLDOTNA,AK,99669,621340,Partnership,Unanswered,Unanswered,Unanswered,,22,4/15/20,Bank of St. Elizabeth,AK - 00
"e $150,000-350,000","RGC ALASKA, LLC",2457 ARCTIC BLVD,ANCHORAGE,AK,99503,238150,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,13,4/12/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",RHODES INC.,6726 Greenwood Street,ANCHORAGE,AK,99518,561720,Corporation,Unanswered,Female Owned,Non-Veteran,,0,5/3/20,Celtic Bank Corporation,AK - 00
"e $150,000-350,000",RHYNEER CAYLOR CLINIC,4100 Lake Otis Pkwy Suite 308,ANCHORAGE,AK,99508,621111,Corporation,Unanswered,Unanswered,Unanswered,,13,4/12/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","RICHARD STANTON CONSTRUCTION, INC",480 UNIVERSITY AVE,FAIRBANKS,AK,99709,236220,Corporation,Unanswered,Unanswered,Unanswered,,7,4/10/20,Denali State Bank,AK - 00
"e $150,000-350,000","RICHMOND AND QUINN, A PROFESSIONAL CORPORATION","360 K Street, Suite 200",ANCHORAGE,AK,99501,541110,Corporation,Unanswered,Unanswered,Unanswered,,18,4/6/20,Northrim Bank,AK - 00
"e $150,000-350,000","RIVERSIDE ASSISTED LIVING SOLDOTNA, INC.",390 LOVERS LN,SOLDOTNA,AK,99669,623312,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,42,4/4/20,Northrim Bank,AK - 00
"e $150,000-350,000","RIVERVIEW STAFFING, LLC",3264 Riverview Dr,FAIRBANKS,AK,99709,561330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,23,4/6/20,Denali State Bank,AK - 00
"e $150,000-350,000","ROBERT YUNDT HOMES, LLC",357 E PARKS HWY,WASILLA,AK,99654,236115,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,18,4/6/20,Northrim Bank,AK - 00
"e $150,000-350,000",ROBERTS GROUP I LLC,1806 E Main Street,ANCHORAGE,AK,99503,721110,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,23,4/9/20,Alaska USA FCU,AK - 00
"e $150,000-350,000","ROBINSON & WARD, PC",3098 AIRPORT WAY,FAIRBANKS,AK,99709,541211,Subchapter S Corporation,Unanswered,Female Owned,Unanswered,,13,4/3/20,Northrim Bank,AK - 00
"e $150,000-350,000",RODNEY P KINNEY ASSOCIATES INC,16515 CENTERFIELD DRIVE SUITE 101,EAGLE RIVER,AK,99577,541330,Corporation,Unanswered,Unanswered,Unanswered,,,5/3/20,"Wells Fargo Bank, National Association",AK - 00
"e $150,000-350,000",RON WEBB PAVING INC,241 KING CR,ANCHORAGE,AK,99515,237310,Corporation,Unanswered,Unanswered,Unanswered,,,5/3/20,"Wells Fargo Bank, National Association",AK - 00
"e $150,000-350,000","RON'S APOTHECARY, INC.",9101 Mendenhall Mall Rd.,JUNEAU,AK,99801,446110,Corporation,Unanswered,Male Owned,Unanswered,,12,4/28/20,First Bank,AK - 00
"e $150,000-350,000",ROYAL BUSINESS SYSTEMS,425 West 58th Ave,ANCHORAGE,AK,99518,453210,Corporation,Unanswered,Unanswered,Unanswered,,12,4/28/20,"Harvest Small Business Finance, LLC",AK - 00
"e $150,000-350,000",RULIEN & ASSOCIATES LLC,810 N Street Suite 301,ANCHORAGE,AK,99501,541211,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8,4/7/20,Alaska USA FCU,AK - 00
"e $150,000-350,000",RURAL ENERGY ENTERPRISES INC,6637 Arctic Spur Rd,ANCHORAGE,AK,99501,423730,Corporation,Unanswered,Unanswered,Unanswered,,11,4/7/20,Northrim Bank,AK - 00
"e $150,000-350,000",RYCON INC.,7362 W Parks Hwy 434,WASILLA,AK,99623,236220,Corporation,Unanswered,Unanswered,Unanswered,,20,4/10/20,Alaska USA FCU,AK - 00
"e $150,000-350,000","S&P, ADVENTURES, INC.",box 403,GIRDWOOD,AK,99587,722511,Corporation,Unanswered,Unanswered,Unanswered,,32,4/13/20,KeyBank National Association,AK - 00
"e $150,000-350,000",SAFE & SOUND INC.,7402 OLD SEWARD HIGHWAY,ANCHORAGE,AK,99518,443142,Corporation,Unanswered,Unanswered,Unanswered,,20,4/14/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",SAFE-T-WAY ELECTRIC INC.,6208 Mackay St,ANCHORAGE,AK,99518,238210,Corporation,Unanswered,Unanswered,Unanswered,,12,4/16/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",SAGE MECHANICAL LLC,PO BOX 231906,ANCHORAGE,AK,99523,238220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,13,4/7/20,Alaska USA FCU,AK - 00
"e $150,000-350,000","SAI INVESTMENTS, LLC",330A SPRUCE MILL WAY,KETCHIKAN,AK,99901,448310,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,24,4/14/20,KeyBank National Association,AK - 00
"e $150,000-350,000",SALES ASSOCIATES OF ALASKA INC,1900 PHILLIPS FIELD RD,FAIRBANKS,AK,99701,424410,Corporation,Unanswered,Male Owned,Non-Veteran,,30,4/15/20,Denali State Bank,AK - 00
"e $150,000-350,000",SALT,645 G Street Suite 301,ANCHORAGE,AK,99501,541410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7,4/27/20,Northrim Bank,AK - 00
"e $150,000-350,000","SAMPSON STEEL COMPANY, INC",1848 North POST RD,ANCHORAGE,AK,99501,332323,Corporation,Unanswered,Unanswered,Unanswered,,16,4/30/20,NuVision FCU,AK - 00
"e $150,000-350,000","SAND POINT SERVICES, LLC",3601 C ST ste 1000-20,ANCHORAGE,AK,99503,237990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,24,4/5/20,Northrim Bank,AK - 00
"e $150,000-350,000",SAPPORE COFFEE INC,6436 HOMER DRIVE,ANCHORAGE,AK,99518,722511,Corporation,Unanswered,Unanswered,Unanswered,,38,4/30/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","SB RESTAURANT, LLC",5801 S Knik Goose Bay Road,WASILLA,AK,99623,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,35,4/8/20,Northrim Bank,AK - 00
"e $150,000-350,000",SBC CONSTRUCTION LLC,42115B KALIFORNSKY BEACH RD,SOLDOTNA,AK,99669,236220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,37,4/15/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","SCH, INC.",101 ST. NICHOLAS DRIVE,NORTH POLE,AK,99705,451120,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,24,4/7/20,Mt. McKinley Bank,AK - 00
"e $150,000-350,000","SCHILLING ALASKA, INC.",47 Spur View Drive,KENAI,AK,99611,721110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,54,4/13/20,KeyBank National Association,AK - 00
"e $150,000-350,000","SCOTT L LAUDON, DMD, P.C.",2819 DAWSON STREET,ANCHORAGE,AK,99503,621210,Subchapter S Corporation,Unanswered,Female Owned,Non-Veteran,,15,4/28/20,Northrim Bank,AK - 00
"e $150,000-350,000",SDC INC.,1569 Bragaw St. ste 200,ANCHORAGE,AK,99508,339116,Corporation,Unanswered,Male Owned,Unanswered,,16,4/28/20,Alaska USA FCU,AK - 00
"e $150,000-350,000","SEASCAPE, INCORPORATED",2979 Golden Plover Ave.,HOMER,AK,99603,114111,Corporation,Unanswered,Unanswered,Unanswered,,5,6/30/20,Alaska USA FCU,AK - 00
"e $150,000-350,000",SELWAY CORP,968 BLUNICK,PALMER,AK,99645,236117,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,16,4/15/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",SENIOR CITIZENS OF KODIAK INC,302 Erskine Ave,KODIAK,AK,99615,813410,Corporation,Unanswered,Unanswered,Unanswered,,17,4/7/20,Northrim Bank,AK - 00
"e $150,000-350,000","SERIGRAPHICS, INC.",1711 ABBOTT RD,ANCHORAGE,AK,99507,323113,Corporation,White,Male Owned,Non-Veteran,,28,4/6/20,Northrim Bank,AK - 00
"e $150,000-350,000",SERVICE AUTO PARTS INC,4106 TONGASS AVE,KETCHIKAN,AK,99901,441310,Corporation,Unanswered,Male Owned,Non-Veteran,,19,4/11/20,First Bank,AK - 00
"e $150,000-350,000","SGY, INC.",301 Seward Street,JUNEAU,AK,99801,524210,Corporation,Unanswered,Unanswered,Unanswered,,19,4/11/20,First Bank,AK - 00
"e $150,000-350,000","SHAMAN TRAFFIC CONTROL, LLC",750 E INTL AIRPORT RD. STE B,ANCHORAGE,AK,99518,335314,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,1,4/7/20,Northrim Bank,AK - 00
"e $150,000-350,000",SHANE D RHOTON  LLC,3487 AIRPORT WAY,FAIRBANKS,AK,99709,621210,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,18,4/3/20,Northrim Bank,AK - 00
"e $150,000-350,000","SHEE ATIKA, INCORPORATED",315 Lincoln Street Suite 300,SITKA,AK,99835,531110,Corporation,Unanswered,Unanswered,Unanswered,,19,5/4/20,First Bank,AK - 00
"e $150,000-350,000",SHINE BRIGHT CARE LLC,400 W. Northern Lights Blvd. Ste. 3 & 4,ANCHORAGE,AK,99503,624120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,117,4/27/20,Alaska USA FCU,AK - 00
"e $150,000-350,000","SICILY'S PIZZA, INC.",3200 SPENARD RD,ANCHORAGE,AK,99503,722511,Corporation,Unanswered,Unanswered,Unanswered,,30,4/15/20,Northrim Bank,AK - 00
"e $150,000-350,000",SIEGEL CONSTRUCTION LLC,17625 Old Glenn Hwy,CHUGIAK,AK,99567,238110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,22,4/15/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","SIGNATURE DIAMOND GALLERY, LLC",132 FRONT ST,KETCHIKAN,AK,99901,448310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,19,4/29/20,First Bank,AK - 00
